"","family","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"331","Turkic","gö",1,2,"Turkish",0.000561167227833895,5,5
"332","Turkic","re",1,2,"Turkish",0.000561167227833895,4,5
"333","Turkic","kurulu",1,6,"Turkish",0.000561167227833895,5,5
"334","Turkic","İnsanlı",1,7,"Turkish",0.000561167227833895,4,5
"335","Turkic","ğunun",1,5,"Turkish",0.000561167227833895,4,5
"336","Turkic","fertleriyle",1,11,"Turkish",0.000561167227833895,6,5
"337","Turkic","uzuvlar",1,7,"Turkish",0.000561167227833895,5,5
"338","Turkic","beyannameyi",1,11,"Turkish",0.000561167227833895,7,5
"339","Turkic","daima",1,5,"Turkish",0.000561167227833895,6,5
"340","Turkic","gözönünde",1,9,"Turkish",0.000561167227833895,14,5
"341","Turkic","tutarak",1,7,"Turkish",0.000561167227833895,5,5
"342","Turkic","eğ",1,2,"Turkish",0.000561167227833895,2,5
"343","Turkic","itim",1,4,"Turkish",0.000561167227833895,6,5
"344","Turkic","ürriyetlere",1,11,"Turkish",0.000561167227833895,9,5
"345","Turkic","ıyı",1,3,"Turkish",0.000561167227833895,5,5
"346","Turkic","geliştirmeye",1,12,"Turkish",0.000561167227833895,6,5
"347","Turkic","gittik",1,6,"Turkish",0.000561167227833895,6,5
"348","Turkic","artan",1,5,"Turkish",0.000561167227833895,3,5
"349","Turkic","tedbirlerle",1,11,"Turkish",0.000561167227833895,5,5
"350","Turkic","bizzat",1,6,"Turkish",0.000561167227833895,2,5
"351","Turkic","devletler",1,9,"Turkish",0.000561167227833895,7,5
"352","Turkic","idaresi",1,7,"Turkish",0.000561167227833895,6,5
"353","Turkic","ülkeler",1,7,"Turkish",0.000561167227833895,7,5
"354","Turkic","dünyaca",1,7,"Turkish",0.000561167227833895,13,5
"355","Turkic","fiilen",1,6,"Turkish",0.000561167227833895,3,5
"356","Turkic","tanınmas",1,8,"Turkish",0.000561167227833895,7,5
"357","Turkic","tatbik",1,6,"Turkish",0.000561167227833895,8,5
"358","Turkic","edilmesini",1,10,"Turkish",0.000561167227833895,3,5
"359","Turkic","lamaya",1,6,"Turkish",0.000561167227833895,2,6
"360","Turkic","etmeleri",1,8,"Turkish",0.000561167227833895,5,6
"361","Turkic","ula",1,3,"Turkish",0.000561167227833895,7,6
"362","Turkic","şılacak",1,7,"Turkish",0.000561167227833895,2,6
"363","Turkic","ortak",1,5,"Turkish",0.000561167227833895,6,6
"364","Turkic","ideal",1,5,"Turkish",0.000561167227833895,11,6
"365","Turkic","beyannamesini",1,13,"Turkish",0.000561167227833895,5,6
"366","Turkic","eder",1,4,"Turkish",0.000561167227833895,12,6
"367","Turkic","bütün",1,5,"Turkish",0.000561167227833895,6,6
"368","Turkic","ür",1,2,"Turkish",0.000561167227833895,5,6
"369","Turkic","bak",1,3,"Turkish",0.000561167227833895,8,6
"370","Turkic","ımından",1,7,"Turkish",0.000561167227833895,9,6
"371","Turkic","ğarlar",1,6,"Turkish",0.000561167227833895,9,6
"372","Turkic","Ak",1,2,"Turkish",0.000561167227833895,4,6
"373","Turkic","ıl",1,2,"Turkish",0.000561167227833895,6,6
"374","Turkic","vicdana",1,7,"Turkish",0.000561167227833895,7,6
"375","Turkic","sahiptirler",1,11,"Turkish",0.000561167227833895,3,6
"376","Turkic","birbirlerine",1,12,"Turkish",0.000561167227833895,7,6
"377","Turkic","karde",1,5,"Turkish",0.000561167227833895,9,6
"378","Turkic","şlik",1,4,"Turkish",0.000561167227833895,11,6
"379","Turkic","zihniyeti",1,9,"Turkish",0.000561167227833895,5,6
"380","Turkic","hareket",1,7,"Turkish",0.000561167227833895,4,6
"381","Turkic","etmelidirler",1,12,"Turkish",0.000561167227833895,6,6
"382","Turkic","rk",1,2,"Turkish",0.000561167227833895,3,6
"383","Turkic","renk",1,4,"Turkish",0.000561167227833895,7,6
"384","Turkic","cinsiyet",1,8,"Turkish",0.000561167227833895,4,6
"385","Turkic","dil",1,3,"Turkish",0.000561167227833895,7,6
"386","Turkic","akide",1,5,"Turkish",0.000561167227833895,8,6
"387","Turkic","içtimai",1,7,"Turkish",0.000561167227833895,11,6
"388","Turkic","men",1,3,"Turkish",0.000561167227833895,4,6
